#SampleID	SampleID_fromonline	Country	City	State	location	CollectionDate	Latitude	Longitude	Season	LocalityID	SeqType	Continent	Dataset	NoOfFlies	SRA_accession	SRA_experiment	SeqPlatform	SampleType	sex	Year	YearDay	Prop_D_simulanscontamination	SNAPEoutlierstatus	ln2lt	ln2rlns	ln3lp	In_3R_C	In_3R_K	In_3R_Mo	In_3R_Payne	WeatherStationID	DistToWeatherStation_km_	bio1_Annual_Mean_Temperature_	bio2_Mean_Diurnal_Range__Mean_of_monthly_max_temp-min_temp__	bio3_Isothermality	bio4_Temperature_Seasonality__	bio5_Max_Temperature_of_Warmest_Month_	bio6_Min_Temperature_of_Coldest_Month_	bio7_Temperature_Annual_Range__bio5-bio6__	bio8_Mean_Temperature_of_Wettest_Quarter_	bio9_Mean_Temperature_of_Driest_Quarter_	bio10_Mean_Temperature_of_Warmest_Quarter_	bio11_Mean_Temperature_of_Coldest_Quarter_	bio12_Annual_Precipitation_	bio13_Precipitation_of_Wettest_Month_	bio14_Precipitation_of_Driest_Month_	bio15_Precipitation_Seasonality__Coefficient_of_Variation__	bio16_Precipitation_of_Wettest_Quarter_	bio17_Precipitation_of_Driest_Quarter_	bio18_Precipitation_of_Warmest_Quarter_	bio19_Precipitation_of_Coldest_Quarter_	tmin1_Jan_	tmin2_Feb_	tmin3_Mar_	tmin4_Apr_	tmin5_May_	tmin6_Jun_	tmin7_Jul_	tmin8_Aug_	tmin9_Sep_	tmin10_Oct_	tmin11_Nov_	tmin12_Dec_	tmax1_Jan_	tmax2_Feb_	tmax3_Mar_	tmax4_Apr_	tmax5_May_	tmax6_Jun_	tmax7_Jul_	tmax8_Aug_	tmax9_Sep_	tmax10_Oct_	tmax11_Nov_	tmax12_Dec_	prec1_Jan_	prec2_Feb_	prec3_Mar_	prec4_Apr_	prec5_May_	prec6_Jun_	prec7_Jul_	prec8_Aug_	prec9_Sep_	prec10_Oct_	prec11_Nov_	prec12_Dec_
SRR8494436	UA_Yal_16_61	Ukraine	Yalta	NA	NA	42602	44.5015	34.1661	spring	UA_Yal	pooled	Europe	DrosEU	40	SRR8494436	SRX5299031	HiSeq X Ten	wild	male	2016	233	0.004449502	Keep	0.08	0.02	0.01	0.03	0	0.01	0.01	UPM00033946	22.21337	102	86	29	7294	259	-33	292	31	157	197	11	627	82	39	23	209	129	149	207	-33	-28	-7	45	93	132	156	150	110	65	30	-4	34	40	71	138	190	232	259	254	211	154	102	60	71	54	46	39	46	57	47	45	42	42	56	82
SRR5647748	TR_Yes_14_04	Turkey	Yesiloz	NA	NA	41935	40.231444	32.260328	fall	TR_Yes	pooled	Europe	DrosEU	40	SRR5647748	SRX2885360	NextSeq 500	wild	male	2014	296	0.00591558	Exclude	0.16	0.01	0.03	0.03	0.01	0.01	0.13	TUM00017130	61.61480653	118	117	35	7442	297	-29	326	20	209	212	20	449	61	14	39	162	52	69	162	-29	-17	10	52	90	122	149	145	109	65	25	-3	43	65	117	172	219	262	297	297	259	196	128	65	57	44	43	43	53	36	19	14	19	27	33	61
SRR5647749	TR_Yes_14_03	Turkey	Yesiloz	NA	NA	41882	40.231444	32.260328	spring	TR_Yes	pooled	Europe	DrosEU	40	SRR5647749	SRX2885359	NextSeq 500	wild	male	2014	243	0.061885881	Exclude	0.15	0.06	0.04	0.03	0	0.01	0.09	TUM00017130	61.61480653	118	117	35	7442	297	-29	326	20	209	212	20	449	61	14	39	162	52	69	162	-29	-17	10	52	90	122	149	145	109	65	25	-3	43	65	117	172	219	262	297	297	259	196	128	65	57	44	43	43	53	36	19	14	19	27	33	61
SRR8439107	TR_Yes_15_8	Turkey	Yesiloz	NA	NA	42292	40.231444	32.260328	fall	TR_Yes	pooled	Europe	DrosEU	40	SRR8439107	SRX5246601	HiSeq X Ten	wild	male	2015	288	0.003389179	Keep	0.16	0.01	0.04	0.02	0	0.01	0.07	TUM00017130	61.61480653	118	117	35	7442	297	-29	326	20	209	212	20	449	61	14	39	162	52	69	162	-29	-17	10	52	90	122	149	145	109	65	25	-3	43	65	117	172	219	262	297	297	259	196	128	65	57	44	43	43	53	36	19	14	19	27	33	61
SRR8439108	TR_Yes_15_7	Turkey	Yesiloz	NA	NA	42264	40.231444	32.260328	fall	TR_Yes	pooled	Europe	DrosEU	40	SRR8439108	SRX5246600	HiSeq X Ten	wild	male	2015	260	0.077706503	Keep	0.11	0.04	0.01	0.02	0.02	0.01	0.06	TUM00017130	61.61480653	118	117	35	7442	297	-29	326	20	209	212	20	449	61	14	39	162	52	69	162	-29	-17	10	52	90	122	149	145	109	65	25	-3	43	65	117	172	219	262	297	297	259	196	128	65	57	44	43	43	53	36	19	14	19	27	33	61
SRR8439109	TR_Yes_15_6	Turkey	Yesiloz	NA	NA	42243	40.231444	32.260328	spring	TR_Yes	pooled	Europe	DrosEU	40	SRR8439109	SRX5246599	HiSeq X Ten	wild	male	2015	239	0.003379394	Keep	0.31	0.01	0.09	0.03	0	0.01	0.05	TUM00017130	61.61480653	118	117	35	7442	297	-29	326	20	209	212	20	449	61	14	39	162	52	69	162	-29	-17	10	52	90	122	149	145	109	65	25	-3	43	65	117	172	219	262	297	297	259	196	128	65	57	44	43	43	53	36	19	14	19	27	33	61
SRR8439110	TR_Yes_15_5	Turkey	Yesiloz	NA	NA	42213	40.231444	32.260328	spring	TR_Yes	pooled	Europe	DrosEU	40	SRR8439110	SRX5246598	HiSeq X Ten	wild	male	2015	209	0.003433445	Keep	0.19	0.02	0.03	0.03	0	0.01	0.13	TUM00017130	61.61480653	118	117	35	7442	297	-29	326	20	209	212	20	449	61	14	39	162	52	69	162	-29	-17	10	52	90	122	149	145	109	65	25	-3	43	65	117	172	219	262	297	297	259	196	128	65	57	44	43	43	53	36	19	14	19	27	33	61
SRR8439111	TR_Yes_15_4	Turkey	Yesiloz	NA	NA	42156	40.231444	32.260328	spring	TR_Yes	pooled	Europe	DrosEU	40	SRR8439111	SRX5246597	HiSeq X Ten	wild	male	2015	152	0.003716037	Keep	0.2	0.01	0.04	0.03	0	0.01	0.08	TUM00017130	61.61480653	118	117	35	7442	297	-29	326	20	209	212	20	449	61	14	39	162	52	69	162	-29	-17	10	52	90	122	149	145	109	65	25	-3	43	65	117	172	219	262	297	297	259	196	128	65	57	44	43	43	53	36	19	14	19	27	33	61
SRR8439113	TR_Yes_15_3	Turkey	Yesiloz	NA	NA	42125	40.231444	32.260328	spring	TR_Yes	pooled	Europe	DrosEU	40	SRR8439113	SRX5246594	HiSeq X Ten	wild	male	2015	121	0.00344663	Keep	0.11	0.01	0	0.01	0	0.01	0.04	TUM00017130	61.61480653	118	117	35	7442	297	-29	326	20	209	212	20	449	61	14	39	162	52	69	162	-29	-17	10	52	90	122	149	145	109	65	25	-3	43	65	117	172	219	262	297	297	259	196	128	65	57	44	43	43	53	36	19	14	19	27	33	61
SRR8494467	TR_Yes_16_39	Turkey	Yesiloz TR13	NA	NA	42516	40.231444	32.260328	spring	TR_Yes	pooled	Europe	DrosEU	40	SRR8494467	SRX5299000	HiSeq X Ten	wild	male	2016	147	0.00409096	Keep	0.15	0.02	0.05	0.02	0	0.01	0.1	TUM00017130	61.61480653	118	117	35	7442	297	-29	326	20	209	212	20	449	61	14	39	162	52	69	162	-29	-17	10	52	90	122	149	145	109	65	25	-3	43	65	117	172	219	262	297	297	259	196	128	65	57	44	43	43	53	36	19	14	19	27	33	61
SRR8494465	TR_Yes_16_40	Turkey	Yesiloz TR14	NA	NA	42546	40.231444	32.260328	spring	TR_Yes	pooled	Europe	DrosEU	40	SRR8494465	SRX5299002	HiSeq X Ten	wild	male	2016	177	0.004041928	Keep	0.09	0.02	0.02	0.02	0	0.01	0.1	TUM00017130	61.61480653	118	117	35	7442	297	-29	326	20	209	212	20	449	61	14	39	162	52	69	162	-29	-17	10	52	90	122	149	145	109	65	25	-3	43	65	117	172	219	262	297	297	259	196	128	65	57	44	43	43	53	36	19	14	19	27	33	61
SRR8494464	TR_Yes_16_41	Turkey	Yesiloz TR15	NA	NA	42578	40.231444	32.260328	spring	TR_Yes	pooled	Europe	DrosEU	40	SRR8494464	SRX5299003	HiSeq X Ten	wild	male	2016	209	0.04045812	Keep	0.12	0.02	0.04	0.02	0	0.01	0.12	TUM00017130	61.61480653	118	117	35	7442	297	-29	326	20	209	212	20	449	61	14	39	162	52	69	162	-29	-17	10	52	90	122	149	145	109	65	25	-3	43	65	117	172	219	262	297	297	259	196	128	65	57	44	43	43	53	36	19	14	19	27	33	61
SRR8494463	TR_Yes_16_42	Turkey	Yesiloz TR16	NA	NA	42606	40.231444	32.260328	spring	TR_Yes	pooled	Europe	DrosEU	40	SRR8494463	SRX5299004	HiSeq X Ten	wild	male	2016	237	0.00412197	Keep	0.24	0.01	0.12	0.02	0	0.02	0.11	TUM00017130	61.61480653	118	117	35	7442	297	-29	326	20	209	212	20	449	61	14	39	162	52	69	162	-29	-17	10	52	90	122	149	145	109	65	25	-3	43	65	117	172	219	262	297	297	259	196	128	65	57	44	43	43	53	36	19	14	19	27	33	61
SRR8494468	TR_Yes_16_43	Turkey	Yesiloz TR17	NA	NA	42640	40.231444	32.260328	fall	TR_Yes	pooled	Europe	DrosEU	40	SRR8494468	SRX5298999	HiSeq X Ten	wild	male	2016	271	0.003861844	Keep	0.24	0.02	0.07	0.02	0	0.01	0.14	TUM00017130	61.61480653	118	117	35	7442	297	-29	326	20	209	212	20	449	61	14	39	162	52	69	162	-29	-17	10	52	90	122	149	145	109	65	25	-3	43	65	117	172	219	262	297	297	259	196	128	65	57	44	43	43	53	36	19	14	19	27	33	61
SRR8494423	TR_Yes_16_52	Turkey	Yesiloz TR18	NA	NA	42656	40.231444	32.260328	fall	TR_Yes	pooled	Europe	DrosEU	40	SRR8494423	SRX5299044	HiSeq X Ten	wild	male	2016	287	0.007088867	Keep	0.15	0.02	0.03	0.03	0	0.01	0.09	TUM00017130	61.61480653	118	117	35	7442	297	-29	326	20	209	212	20	449	61	14	39	162	52	69	162	-29	-17	10	52	90	122	149	145	109	65	25	-3	43	65	117	172	219	262	297	297	259	196	128	65	57	44	43	43	53	36	19	14	19	27	33	61
